42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
11:02:44.0 (85215)|USER_INFO|[EXTERNAL]|005N00000057PfO|thomas.remy+kddi_gwdev01@globalway.co.jp|Japan Standard Time|GMT+09:00
11:02:44.0 (121895)|EXECUTION_STARTED
11:02:44.0 (127789)|CODE_UNIT_STARTED|[EXTERNAL]|066N0000000M4pW|VF: /apex/sadailyreport
11:02:44.0 (279247)|VF_DESERIALIZE_VIEWSTATE_BEGIN|066N0000000M4pW
11:02:44.0 (3611159)|HEAP_ALLOCATE|[72]|Bytes:3
11:02:44.0 (3654338)|HEAP_ALLOCATE|[77]|Bytes:152
11:02:44.0 (3672368)|HEAP_ALLOCATE|[342]|Bytes:408
11:02:44.0 (3689513)|HEAP_ALLOCATE|[355]|Bytes:408
11:02:44.0 (3704268)|HEAP_ALLOCATE|[467]|Bytes:48
11:02:44.0 (3732909)|HEAP_ALLOCATE|[139]|Bytes:6
11:02:44.0 (4621302)|HEAP_ALLOCATE|[50]|Bytes:5
11:02:44.0 (4652328)|HEAP_ALLOCATE|[56]|Bytes:5
11:02:44.0 (4662914)|HEAP_ALLOCATE|[64]|Bytes:7
11:02:44.0 (5445495)|VARIABLE_SCOPE_BEGIN|[3]|saDailyReportCtrl.SOURCE|String|false|true
11:02:44.0 (5460409)|VARIABLE_SCOPE_BEGIN|[4]|saDailyReportCtrl.SOURCE_ID|String|false|true
11:02:44.0 (6558971)|VARIABLE_SCOPE_BEGIN|[25]|auMainTopCompCtrl.TYPE_SCREEN_ACCOUNT_LIST|Integer|false|true
11:02:44.0 (6573030)|VARIABLE_SCOPE_BEGIN|[26]|auMainTopCompCtrl.TYPE_SCREEN_ACTIVITY_LIST|Integer|false|true
11:02:44.0 (6580537)|VARIABLE_SCOPE_BEGIN|[7]|auMainTopCompCtrl.TYPE_SCREEN_CX_SCREEN|Integer|false|true
11:02:44.0 (6587581)|VARIABLE_SCOPE_BEGIN|[8]|auMainTopCompCtrl.TYPE_SCREEN_CX_TIMELINE|Integer|false|true
11:02:44.0 (6594922)|VARIABLE_SCOPE_BEGIN|[9]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE|Integer|false|true
11:02:44.0 (6601173)|VARIABLE_SCOPE_BEGIN|[10]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE_LIST|Integer|false|true
11:02:44.0 (6607443)|VARIABLE_SCOPE_BEGIN|[27]|auMainTopCompCtrl.TYPE_SCREEN_FILE_LIST|Integer|false|true
11:02:44.0 (6613508)|VARIABLE_SCOPE_BEGIN|[24]|auMainTopCompCtrl.TYPE_SCREEN_HONBU_DIRECT|Integer|false|true
11:02:44.0 (6622965)|VARIABLE_SCOPE_BEGIN|[11]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_DASHBOARD|Integer|false|true
11:02:44.0 (6629774)|VARIABLE_SCOPE_BEGIN|[12]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_LIST|Integer|false|true
11:02:44.0 (6636254)|VARIABLE_SCOPE_BEGIN|[15]|auMainTopCompCtrl.TYPE_SCREEN_SA_CHATTER|Integer|false|true
11:02:44.0 (6647534)|VARIABLE_SCOPE_BEGIN|[16]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORT|Integer|false|true
11:02:44.0 (6654954)|VARIABLE_SCOPE_BEGIN|[22]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORTLIST|Integer|false|true
11:02:44.0 (6661665)|VARIABLE_SCOPE_BEGIN|[18]|auMainTopCompCtrl.TYPE_SCREEN_SA_DOCUMENTS|Integer|false|true
11:02:44.0 (6669341)|VARIABLE_SCOPE_BEGIN|[17]|auMainTopCompCtrl.TYPE_SCREEN_SA_ENQUETE|Integer|false|true
11:02:44.0 (6679096)|VARIABLE_SCOPE_BEGIN|[20]|auMainTopCompCtrl.TYPE_SCREEN_SA_LINKS|Integer|false|true
11:02:44.0 (6686746)|VARIABLE_SCOPE_BEGIN|[13]|auMainTopCompCtrl.TYPE_SCREEN_SA_MESSAGES|Integer|false|true
11:02:44.0 (6693660)|VARIABLE_SCOPE_BEGIN|[19]|auMainTopCompCtrl.TYPE_SCREEN_SA_RANKING|Integer|false|true
11:02:44.0 (6700834)|VARIABLE_SCOPE_BEGIN|[14]|auMainTopCompCtrl.TYPE_SCREEN_SA_REPORTS|Integer|false|true
11:02:44.0 (6708198)|VARIABLE_SCOPE_BEGIN|[23]|auMainTopCompCtrl.TYPE_SCREEN_SA_TODO|Integer|false|true
11:02:44.0 (6715101)|VARIABLE_SCOPE_BEGIN|[21]|auMainTopCompCtrl.TYPE_SCREEN_SA_USRSETTINGS|Integer|false|true
11:02:44.0 (6722448)|VARIABLE_SCOPE_BEGIN|[4]|auMainTopCompCtrl.TYPE_SCREEN_STPD_EVENT|Integer|false|true
11:02:44.0 (6731548)|VARIABLE_SCOPE_BEGIN|[6]|auMainTopCompCtrl.TYPE_SCREEN_STPD_SCREEN|Integer|false|true
11:02:44.0 (6739471)|VARIABLE_SCOPE_BEGIN|[5]|auMainTopCompCtrl.TYPE_SCREEN_STPD_TIMELINE|Integer|false|true
11:02:44.0 (6747010)|VARIABLE_SCOPE_BEGIN|[3]|auMainTopCompCtrl.TYPE_SCREEN_SWITCH|Integer|false|true
11:02:44.0 (8383498)|VF_DESERIALIZE_VIEWSTATE_END
11:02:44.0 (11418948)|SYSTEM_MODE_ENTER|true
11:02:44.0 (11690169)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:284
11:02:44.0 (11704959)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:150
11:02:44.0 (11717604)|METHOD_ENTRY|[1]|01pN0000000Mill|auMainTopCompCtrl.auMainTopCompCtrl()
11:02:44.0 (11723349)|STATEMENT_EXECUTE|[1]
11:02:44.0 (11727033)|STATEMENT_EXECUTE|[1]
11:02:44.0 (11728878)|STATEMENT_EXECUTE|[3]
11:02:44.0 (11733941)|HEAP_ALLOCATE|[3]|Bytes:4
11:02:44.0 (11754128)|VARIABLE_ASSIGNMENT|[3]|auMainTopCompCtrl.TYPE_SCREEN_SWITCH|0
11:02:44.0 (11760322)|STATEMENT_EXECUTE|[4]
11:02:44.0 (11763289)|HEAP_ALLOCATE|[4]|Bytes:4
11:02:44.0 (11771688)|VARIABLE_ASSIGNMENT|[4]|auMainTopCompCtrl.TYPE_SCREEN_STPD_EVENT|11
11:02:44.0 (11777093)|STATEMENT_EXECUTE|[5]
11:02:44.0 (11779645)|HEAP_ALLOCATE|[5]|Bytes:4
11:02:44.0 (11786090)|VARIABLE_ASSIGNMENT|[5]|auMainTopCompCtrl.TYPE_SCREEN_STPD_TIMELINE|12
11:02:44.0 (11790261)|STATEMENT_EXECUTE|[6]
11:02:44.0 (11792041)|HEAP_ALLOCATE|[6]|Bytes:4
11:02:44.0 (11799325)|VARIABLE_ASSIGNMENT|[6]|auMainTopCompCtrl.TYPE_SCREEN_STPD_SCREEN|13
11:02:44.0 (11803505)|STATEMENT_EXECUTE|[7]
11:02:44.0 (11805641)|HEAP_ALLOCATE|[7]|Bytes:4
11:02:44.0 (11810960)|VARIABLE_ASSIGNMENT|[7]|auMainTopCompCtrl.TYPE_SCREEN_CX_SCREEN|21
11:02:44.0 (11814886)|STATEMENT_EXECUTE|[8]
11:02:44.0 (11816628)|HEAP_ALLOCATE|[8]|Bytes:4
11:02:44.0 (11821791)|VARIABLE_ASSIGNMENT|[8]|auMainTopCompCtrl.TYPE_SCREEN_CX_TIMELINE|22
11:02:44.0 (11825916)|STATEMENT_EXECUTE|[9]
11:02:44.0 (11827999)|HEAP_ALLOCATE|[9]|Bytes:4
11:02:44.0 (11833437)|VARIABLE_ASSIGNMENT|[9]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE|31
11:02:44.0 (11837876)|STATEMENT_EXECUTE|[10]
11:02:44.0 (11840080)|HEAP_ALLOCATE|[10]|Bytes:4
11:02:44.0 (11845884)|VARIABLE_ASSIGNMENT|[10]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE_LIST|32
11:02:44.0 (11850636)|STATEMENT_EXECUTE|[11]
11:02:44.0 (11852715)|HEAP_ALLOCATE|[11]|Bytes:4
11:02:44.0 (11858461)|VARIABLE_ASSIGNMENT|[11]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_DASHBOARD|41
11:02:44.0 (11862611)|STATEMENT_EXECUTE|[12]
11:02:44.0 (11864523)|HEAP_ALLOCATE|[12]|Bytes:4
11:02:44.0 (11870831)|VARIABLE_ASSIGNMENT|[12]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_LIST|42
11:02:44.0 (11874896)|STATEMENT_EXECUTE|[13]
11:02:44.0 (11877237)|HEAP_ALLOCATE|[13]|Bytes:4
11:02:44.0 (11883123)|VARIABLE_ASSIGNMENT|[13]|auMainTopCompCtrl.TYPE_SCREEN_SA_MESSAGES|51
11:02:44.0 (11886592)|STATEMENT_EXECUTE|[14]
11:02:44.0 (11888819)|HEAP_ALLOCATE|[14]|Bytes:4
11:02:44.0 (11895343)|VARIABLE_ASSIGNMENT|[14]|auMainTopCompCtrl.TYPE_SCREEN_SA_REPORTS|52
11:02:44.0 (11899329)|STATEMENT_EXECUTE|[15]
11:02:44.0 (11901142)|HEAP_ALLOCATE|[15]|Bytes:4
11:02:44.0 (11906441)|VARIABLE_ASSIGNMENT|[15]|auMainTopCompCtrl.TYPE_SCREEN_SA_CHATTER|53
11:02:44.0 (11910628)|STATEMENT_EXECUTE|[16]
11:02:44.0 (11913281)|HEAP_ALLOCATE|[16]|Bytes:4
11:02:44.0 (11919561)|VARIABLE_ASSIGNMENT|[16]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORT|54
11:02:44.0 (11923188)|STATEMENT_EXECUTE|[17]
11:02:44.0 (11925290)|HEAP_ALLOCATE|[17]|Bytes:4
11:02:44.0 (11930629)|VARIABLE_ASSIGNMENT|[17]|auMainTopCompCtrl.TYPE_SCREEN_SA_ENQUETE|55
11:02:44.0 (11934546)|STATEMENT_EXECUTE|[18]
11:02:44.0 (11936329)|HEAP_ALLOCATE|[18]|Bytes:4
