42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
10:47:59.0 (72916)|USER_INFO|[EXTERNAL]|005N00000057PfO|thomas.remy+kddi_gwdev01@globalway.co.jp|Japan Standard Time|GMT+09:00
10:47:59.0 (113117)|EXECUTION_STARTED
10:47:59.0 (117416)|CODE_UNIT_STARTED|[EXTERNAL]|066N0000000M4pW|VF: /apex/sadailyreport
10:47:59.0 (265602)|VF_DESERIALIZE_VIEWSTATE_BEGIN|066N0000000M4pW
10:47:59.0 (3360621)|HEAP_ALLOCATE|[72]|Bytes:3
10:47:59.0 (3388131)|HEAP_ALLOCATE|[77]|Bytes:152
10:47:59.0 (3399284)|HEAP_ALLOCATE|[342]|Bytes:408
10:47:59.0 (3412646)|HEAP_ALLOCATE|[355]|Bytes:408
10:47:59.0 (3426283)|HEAP_ALLOCATE|[467]|Bytes:48
10:47:59.0 (3446483)|HEAP_ALLOCATE|[139]|Bytes:6
10:47:59.0 (4100430)|HEAP_ALLOCATE|[50]|Bytes:5
10:47:59.0 (4122433)|HEAP_ALLOCATE|[56]|Bytes:5
10:47:59.0 (4132238)|HEAP_ALLOCATE|[64]|Bytes:7
10:47:59.0 (4789073)|VARIABLE_SCOPE_BEGIN|[3]|saDailyReportCtrl.SOURCE|String|false|true
10:47:59.0 (4800331)|VARIABLE_SCOPE_BEGIN|[4]|saDailyReportCtrl.SOURCE_ID|String|false|true
10:47:59.0 (5794381)|VARIABLE_SCOPE_BEGIN|[25]|auMainTopCompCtrl.TYPE_SCREEN_ACCOUNT_LIST|Integer|false|true
10:47:59.0 (5806715)|VARIABLE_SCOPE_BEGIN|[26]|auMainTopCompCtrl.TYPE_SCREEN_ACTIVITY_LIST|Integer|false|true
10:47:59.0 (5813723)|VARIABLE_SCOPE_BEGIN|[7]|auMainTopCompCtrl.TYPE_SCREEN_CX_SCREEN|Integer|false|true
10:47:59.0 (5819754)|VARIABLE_SCOPE_BEGIN|[8]|auMainTopCompCtrl.TYPE_SCREEN_CX_TIMELINE|Integer|false|true
10:47:59.0 (5826128)|VARIABLE_SCOPE_BEGIN|[9]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE|Integer|false|true
10:47:59.0 (5832262)|VARIABLE_SCOPE_BEGIN|[10]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE_LIST|Integer|false|true
10:47:59.0 (5838721)|VARIABLE_SCOPE_BEGIN|[27]|auMainTopCompCtrl.TYPE_SCREEN_FILE_LIST|Integer|false|true
10:47:59.0 (5845593)|VARIABLE_SCOPE_BEGIN|[24]|auMainTopCompCtrl.TYPE_SCREEN_HONBU_DIRECT|Integer|false|true
10:47:59.0 (5851927)|VARIABLE_SCOPE_BEGIN|[11]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_DASHBOARD|Integer|false|true
10:47:59.0 (5857669)|VARIABLE_SCOPE_BEGIN|[12]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_LIST|Integer|false|true
10:47:59.0 (5863309)|VARIABLE_SCOPE_BEGIN|[15]|auMainTopCompCtrl.TYPE_SCREEN_SA_CHATTER|Integer|false|true
10:47:59.0 (5869130)|VARIABLE_SCOPE_BEGIN|[16]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORT|Integer|false|true
10:47:59.0 (5874861)|VARIABLE_SCOPE_BEGIN|[22]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORTLIST|Integer|false|true
10:47:59.0 (5881216)|VARIABLE_SCOPE_BEGIN|[18]|auMainTopCompCtrl.TYPE_SCREEN_SA_DOCUMENTS|Integer|false|true
10:47:59.0 (5887121)|VARIABLE_SCOPE_BEGIN|[17]|auMainTopCompCtrl.TYPE_SCREEN_SA_ENQUETE|Integer|false|true
10:47:59.0 (5892889)|VARIABLE_SCOPE_BEGIN|[20]|auMainTopCompCtrl.TYPE_SCREEN_SA_LINKS|Integer|false|true
10:47:59.0 (5899004)|VARIABLE_SCOPE_BEGIN|[13]|auMainTopCompCtrl.TYPE_SCREEN_SA_MESSAGES|Integer|false|true
10:47:59.0 (5904842)|VARIABLE_SCOPE_BEGIN|[19]|auMainTopCompCtrl.TYPE_SCREEN_SA_RANKING|Integer|false|true
10:47:59.0 (5910777)|VARIABLE_SCOPE_BEGIN|[14]|auMainTopCompCtrl.TYPE_SCREEN_SA_REPORTS|Integer|false|true
10:47:59.0 (5916704)|VARIABLE_SCOPE_BEGIN|[23]|auMainTopCompCtrl.TYPE_SCREEN_SA_TODO|Integer|false|true
10:47:59.0 (5922993)|VARIABLE_SCOPE_BEGIN|[21]|auMainTopCompCtrl.TYPE_SCREEN_SA_USRSETTINGS|Integer|false|true
10:47:59.0 (5929086)|VARIABLE_SCOPE_BEGIN|[4]|auMainTopCompCtrl.TYPE_SCREEN_STPD_EVENT|Integer|false|true
10:47:59.0 (5935327)|VARIABLE_SCOPE_BEGIN|[6]|auMainTopCompCtrl.TYPE_SCREEN_STPD_SCREEN|Integer|false|true
10:47:59.0 (5947864)|VARIABLE_SCOPE_BEGIN|[5]|auMainTopCompCtrl.TYPE_SCREEN_STPD_TIMELINE|Integer|false|true
10:47:59.0 (5954912)|VARIABLE_SCOPE_BEGIN|[3]|auMainTopCompCtrl.TYPE_SCREEN_SWITCH|Integer|false|true
10:47:59.0 (7057576)|VF_DESERIALIZE_VIEWSTATE_END
10:47:59.0 (9325009)|SYSTEM_MODE_ENTER|true
10:47:59.0 (9530939)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:284
10:47:59.0 (9544993)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:146
10:47:59.0 (9557482)|METHOD_ENTRY|[1]|01pN0000000Mill|auMainTopCompCtrl.auMainTopCompCtrl()
10:47:59.0 (9563805)|STATEMENT_EXECUTE|[1]
10:47:59.0 (9568648)|STATEMENT_EXECUTE|[1]
10:47:59.0 (9570418)|STATEMENT_EXECUTE|[3]
10:47:59.0 (9575382)|HEAP_ALLOCATE|[3]|Bytes:4
10:47:59.0 (9601424)|VARIABLE_ASSIGNMENT|[3]|auMainTopCompCtrl.TYPE_SCREEN_SWITCH|0
10:47:59.0 (9606625)|STATEMENT_EXECUTE|[4]
10:47:59.0 (9609331)|HEAP_ALLOCATE|[4]|Bytes:4
10:47:59.0 (9617475)|VARIABLE_ASSIGNMENT|[4]|auMainTopCompCtrl.TYPE_SCREEN_STPD_EVENT|11
10:47:59.0 (9622193)|STATEMENT_EXECUTE|[5]
10:47:59.0 (9624245)|HEAP_ALLOCATE|[5]|Bytes:4
10:47:59.0 (9631515)|VARIABLE_ASSIGNMENT|[5]|auMainTopCompCtrl.TYPE_SCREEN_STPD_TIMELINE|12
10:47:59.0 (9635488)|STATEMENT_EXECUTE|[6]
