42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
10:42:47.0 (75916)|USER_INFO|[EXTERNAL]|005N00000057PfO|thomas.remy+kddi_gwdev01@globalway.co.jp|Japan Standard Time|GMT+09:00
10:42:47.0 (115079)|EXECUTION_STARTED
10:42:47.0 (119671)|CODE_UNIT_STARTED|[EXTERNAL]|066N0000000M4pW|VF: /apex/sadailyreport
10:42:47.0 (259381)|VF_DESERIALIZE_VIEWSTATE_BEGIN|066N0000000M4pW
10:42:47.0 (3757993)|HEAP_ALLOCATE|[72]|Bytes:3
10:42:47.0 (3805218)|HEAP_ALLOCATE|[77]|Bytes:152
10:42:47.0 (3820151)|HEAP_ALLOCATE|[342]|Bytes:408
10:42:47.0 (3834343)|HEAP_ALLOCATE|[355]|Bytes:408
10:42:47.0 (3847183)|HEAP_ALLOCATE|[467]|Bytes:48
10:42:47.0 (3872820)|HEAP_ALLOCATE|[139]|Bytes:6
10:42:47.0 (4730727)|HEAP_ALLOCATE|[50]|Bytes:5
10:42:47.0 (4756080)|HEAP_ALLOCATE|[56]|Bytes:5
10:42:47.0 (4765316)|HEAP_ALLOCATE|[64]|Bytes:7
10:42:47.0 (5562920)|VARIABLE_SCOPE_BEGIN|[3]|saDailyReportCtrl.SOURCE|String|false|true
10:42:47.0 (5575566)|VARIABLE_SCOPE_BEGIN|[4]|saDailyReportCtrl.SOURCE_ID|String|false|true
10:42:47.0 (6614240)|VARIABLE_SCOPE_BEGIN|[25]|auMainTopCompCtrl.TYPE_SCREEN_ACCOUNT_LIST|Integer|false|true
10:42:47.0 (6625662)|VARIABLE_SCOPE_BEGIN|[26]|auMainTopCompCtrl.TYPE_SCREEN_ACTIVITY_LIST|Integer|false|true
10:42:47.0 (6632467)|VARIABLE_SCOPE_BEGIN|[7]|auMainTopCompCtrl.TYPE_SCREEN_CX_SCREEN|Integer|false|true
10:42:47.0 (6639063)|VARIABLE_SCOPE_BEGIN|[8]|auMainTopCompCtrl.TYPE_SCREEN_CX_TIMELINE|Integer|false|true
10:42:47.0 (6645619)|VARIABLE_SCOPE_BEGIN|[9]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE|Integer|false|true
10:42:47.0 (6651920)|VARIABLE_SCOPE_BEGIN|[10]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE_LIST|Integer|false|true
10:42:47.0 (6658407)|VARIABLE_SCOPE_BEGIN|[27]|auMainTopCompCtrl.TYPE_SCREEN_FILE_LIST|Integer|false|true
10:42:47.0 (6665371)|VARIABLE_SCOPE_BEGIN|[24]|auMainTopCompCtrl.TYPE_SCREEN_HONBU_DIRECT|Integer|false|true
10:42:47.0 (6671024)|VARIABLE_SCOPE_BEGIN|[11]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_DASHBOARD|Integer|false|true
10:42:47.0 (6691169)|VARIABLE_SCOPE_BEGIN|[12]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_LIST|Integer|false|true
10:42:47.0 (6697889)|VARIABLE_SCOPE_BEGIN|[15]|auMainTopCompCtrl.TYPE_SCREEN_SA_CHATTER|Integer|false|true
10:42:47.0 (6704625)|VARIABLE_SCOPE_BEGIN|[16]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORT|Integer|false|true
10:42:47.0 (6712023)|VARIABLE_SCOPE_BEGIN|[22]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORTLIST|Integer|false|true
