42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
11:54:54.0 (109710)|USER_INFO|[EXTERNAL]|005N00000057PfO|thomas.remy+kddi_gwdev01@globalway.co.jp|Japan Standard Time|GMT+09:00
11:54:54.0 (167074)|EXECUTION_STARTED
11:54:54.0 (173734)|CODE_UNIT_STARTED|[EXTERNAL]|066N0000000M4pW|VF: /apex/sadailyreport
11:54:54.0 (374460)|VF_DESERIALIZE_VIEWSTATE_BEGIN|066N0000000M4pW
11:54:54.0 (4389908)|HEAP_ALLOCATE|[72]|Bytes:3
11:54:54.0 (4432181)|HEAP_ALLOCATE|[77]|Bytes:152
11:54:54.0 (4448905)|HEAP_ALLOCATE|[342]|Bytes:408
11:54:54.0 (4467064)|HEAP_ALLOCATE|[355]|Bytes:408
11:54:54.0 (4481885)|HEAP_ALLOCATE|[467]|Bytes:48
11:54:54.0 (4510886)|HEAP_ALLOCATE|[139]|Bytes:6
11:54:54.0 (5433236)|HEAP_ALLOCATE|[50]|Bytes:5
11:54:54.0 (5464755)|HEAP_ALLOCATE|[56]|Bytes:5
11:54:54.0 (5474853)|HEAP_ALLOCATE|[64]|Bytes:7
11:54:54.0 (6240087)|VARIABLE_SCOPE_BEGIN|[3]|saDailyReportCtrl.SOURCE|String|false|true
11:54:54.0 (6253389)|VARIABLE_SCOPE_BEGIN|[4]|saDailyReportCtrl.SOURCE_ID|String|false|true
11:54:54.0 (7291534)|VARIABLE_SCOPE_BEGIN|[25]|auMainTopCompCtrl.TYPE_SCREEN_ACCOUNT_LIST|Integer|false|true
11:54:54.0 (7302829)|VARIABLE_SCOPE_BEGIN|[26]|auMainTopCompCtrl.TYPE_SCREEN_ACTIVITY_LIST|Integer|false|true
11:54:54.0 (7309130)|VARIABLE_SCOPE_BEGIN|[7]|auMainTopCompCtrl.TYPE_SCREEN_CX_SCREEN|Integer|false|true
11:54:54.0 (7315337)|VARIABLE_SCOPE_BEGIN|[8]|auMainTopCompCtrl.TYPE_SCREEN_CX_TIMELINE|Integer|false|true
11:54:54.0 (7321788)|VARIABLE_SCOPE_BEGIN|[9]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE|Integer|false|true
11:54:54.0 (7327753)|VARIABLE_SCOPE_BEGIN|[10]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE_LIST|Integer|false|true
11:54:54.0 (7334042)|VARIABLE_SCOPE_BEGIN|[27]|auMainTopCompCtrl.TYPE_SCREEN_FILE_LIST|Integer|false|true
11:54:54.0 (7339949)|VARIABLE_SCOPE_BEGIN|[24]|auMainTopCompCtrl.TYPE_SCREEN_HONBU_DIRECT|Integer|false|true
11:54:54.0 (7345626)|VARIABLE_SCOPE_BEGIN|[11]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_DASHBOARD|Integer|false|true
11:54:54.0 (7351340)|VARIABLE_SCOPE_BEGIN|[12]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_LIST|Integer|false|true
11:54:54.0 (7357006)|VARIABLE_SCOPE_BEGIN|[15]|auMainTopCompCtrl.TYPE_SCREEN_SA_CHATTER|Integer|false|true
11:54:54.0 (7362684)|VARIABLE_SCOPE_BEGIN|[16]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORT|Integer|false|true
11:54:54.0 (7368581)|VARIABLE_SCOPE_BEGIN|[22]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORTLIST|Integer|false|true
11:54:54.0 (7374723)|VARIABLE_SCOPE_BEGIN|[18]|auMainTopCompCtrl.TYPE_SCREEN_SA_DOCUMENTS|Integer|false|true
11:54:54.0 (7380775)|VARIABLE_SCOPE_BEGIN|[17]|auMainTopCompCtrl.TYPE_SCREEN_SA_ENQUETE|Integer|false|true
11:54:54.0 (7386635)|VARIABLE_SCOPE_BEGIN|[20]|auMainTopCompCtrl.TYPE_SCREEN_SA_LINKS|Integer|false|true
11:54:54.0 (7392803)|VARIABLE_SCOPE_BEGIN|[13]|auMainTopCompCtrl.TYPE_SCREEN_SA_MESSAGES|Integer|false|true
11:54:54.0 (7398777)|VARIABLE_SCOPE_BEGIN|[19]|auMainTopCompCtrl.TYPE_SCREEN_SA_RANKING|Integer|false|true
11:54:54.0 (7404672)|VARIABLE_SCOPE_BEGIN|[14]|auMainTopCompCtrl.TYPE_SCREEN_SA_REPORTS|Integer|false|true
11:54:54.0 (7410783)|VARIABLE_SCOPE_BEGIN|[23]|auMainTopCompCtrl.TYPE_SCREEN_SA_TODO|Integer|false|true
11:54:54.0 (7416966)|VARIABLE_SCOPE_BEGIN|[21]|auMainTopCompCtrl.TYPE_SCREEN_SA_USRSETTINGS|Integer|false|true
11:54:54.0 (7423102)|VARIABLE_SCOPE_BEGIN|[4]|auMainTopCompCtrl.TYPE_SCREEN_STPD_EVENT|Integer|false|true
11:54:54.0 (7429577)|VARIABLE_SCOPE_BEGIN|[6]|auMainTopCompCtrl.TYPE_SCREEN_STPD_SCREEN|Integer|false|true
11:54:54.0 (7435858)|VARIABLE_SCOPE_BEGIN|[5]|auMainTopCompCtrl.TYPE_SCREEN_STPD_TIMELINE|Integer|false|true
11:54:54.0 (7442320)|VARIABLE_SCOPE_BEGIN|[3]|auMainTopCompCtrl.TYPE_SCREEN_SWITCH|Integer|false|true
11:54:54.0 (8592205)|VF_DESERIALIZE_VIEWSTATE_END
11:54:54.0 (10831930)|SYSTEM_MODE_ENTER|true
11:54:54.0 (11092658)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:284
11:54:54.0 (11106809)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:156
11:54:54.0 (11120580)|METHOD_ENTRY|[1]|01pN0000000Mill|auMainTopCompCtrl.auMainTopCompCtrl()
11:54:54.0 (11126856)|STATEMENT_EXECUTE|[1]
11:54:54.0 (11131484)|STATEMENT_EXECUTE|[1]
11:54:54.0 (11133481)|STATEMENT_EXECUTE|[3]
11:54:54.0 (11139876)|HEAP_ALLOCATE|[3]|Bytes:4
11:54:54.0 (11164646)|VARIABLE_ASSIGNMENT|[3]|auMainTopCompCtrl.TYPE_SCREEN_SWITCH|0
11:54:54.0 (11169675)|STATEMENT_EXECUTE|[4]
11:54:54.0 (11172589)|HEAP_ALLOCATE|[4]|Bytes:4
11:54:54.0 (11180741)|VARIABLE_ASSIGNMENT|[4]|auMainTopCompCtrl.TYPE_SCREEN_STPD_EVENT|11
11:54:54.0 (11185522)|STATEMENT_EXECUTE|[5]
11:54:54.0 (11188245)|HEAP_ALLOCATE|[5]|Bytes:4
11:54:54.0 (11195585)|VARIABLE_ASSIGNMENT|[5]|auMainTopCompCtrl.TYPE_SCREEN_STPD_TIMELINE|12
11:54:54.0 (11199449)|STATEMENT_EXECUTE|[6]
11:54:54.0 (11201567)|HEAP_ALLOCATE|[6]|Bytes:4
11:54:54.0 (11216980)|VARIABLE_ASSIGNMENT|[6]|auMainTopCompCtrl.TYPE_SCREEN_STPD_SCREEN|13
11:54:54.0 (11220968)|STATEMENT_EXECUTE|[7]
11:54:54.0 (11223129)|HEAP_ALLOCATE|[7]|Bytes:4
11:54:54.0 (11228627)|VARIABLE_ASSIGNMENT|[7]|auMainTopCompCtrl.TYPE_SCREEN_CX_SCREEN|21
11:54:54.0 (11232391)|STATEMENT_EXECUTE|[8]
11:54:54.0 (11234354)|HEAP_ALLOCATE|[8]|Bytes:4
11:54:54.0 (11239666)|VARIABLE_ASSIGNMENT|[8]|auMainTopCompCtrl.TYPE_SCREEN_CX_TIMELINE|22
11:54:54.0 (11243537)|STATEMENT_EXECUTE|[9]
11:54:54.0 (11245694)|HEAP_ALLOCATE|[9]|Bytes:4
11:54:54.0 (11251450)|VARIABLE_ASSIGNMENT|[9]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE|31
11:54:54.0 (11255153)|STATEMENT_EXECUTE|[10]
11:54:54.0 (11257181)|HEAP_ALLOCATE|[10]|Bytes:4
11:54:54.0 (11263200)|VARIABLE_ASSIGNMENT|[10]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE_LIST|32
11:54:54.0 (11267394)|STATEMENT_EXECUTE|[11]
11:54:54.0 (11269713)|HEAP_ALLOCATE|[11]|Bytes:4
