36.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
19:25:44.0 (47854)|USER_INFO|[EXTERNAL]|005N00000057RPN|duc.huynhmanh+kddi-gwdev01@globalway.co.jp|日本標準時|GMT+09:00
19:25:44.0 (83801)|EXECUTION_STARTED
19:25:44.0 (87760)|CODE_UNIT_STARTED|[EXTERNAL]|066N0000000HzHY|VF: /apex/saMessagesEditorForAdmin
19:25:44.0 (14029187)|METHOD_ENTRY|[1]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.saMessagesEditorForAdminCtl()
19:25:44.0 (14082131)|METHOD_EXIT|[1]|saMessagesEditorForAdminCtl
19:25:44.0 (19074423)|METHOD_ENTRY|[772]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.MessageManage.refresh()
19:25:44.0 (21229380)|METHOD_EXIT|[772]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.MessageManage.refresh()
19:25:44.0 (32015904)|METHOD_ENTRY|[885]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getUserList(String, String, String, String, String, String, String)
19:25:44.0 (32315129)|METHOD_ENTRY|[406]||System.UserInfo.getUserId()
19:25:44.0 (32347412)|METHOD_EXIT|[406]||System.UserInfo.getUserId()
19:25:44.0 (33613009)|SOQL_EXECUTE_BEGIN|[406]|Aggregations:0|SELECT Id, Profile.Name FROM User WHERE Id = :tmpVar1
19:25:44.0 (38809376)|SOQL_EXECUTE_END|[406]|Rows:1
19:25:44.0 (41124439)|METHOD_ENTRY|[4]|01pN0000000Miks|auConstantCmn.auConstantCmn()
19:25:44.0 (41159715)|METHOD_EXIT|[4]|auConstantCmn
19:25:44.0 (41239949)|METHOD_ENTRY|[425]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (41636274)|SOQL_EXECUTE_BEGIN|[279]|Aggregations:0|SELECT Id, DeveloperName, Name, ParentRoleId FROM UserRole WHERE PortalType != 'CustomerPortal' ORDER BY DeveloperName ASC NULLS FIRST
19:25:44.0 (45964639)|SOQL_EXECUTE_END|[279]|Rows:282
19:25:44.0 (49230982)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (51640302)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (54213773)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (56821039)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (73269409)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (87059069)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (87257204)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (90084261)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (106525539)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (120023001)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (120214472)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (123319208)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (139734060)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (139867539)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (156178639)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (170008337)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (170498034)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (173885088)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (190505059)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (190634711)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (207524977)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (250826599)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (251187580)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (255281289)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (272355751)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (272486289)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (289231905)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (289362321)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (308056342)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (308190556)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (325675176)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (325813829)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (343305570)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (343450218)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (360789383)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (360976322)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (379845591)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (393059519)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (393657849)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (398393108)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (416598332)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (417018782)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (434288319)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (434446837)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (455323084)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (455483133)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (473240843)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (473397688)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (491055069)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (491187366)|METHOD_ENTRY|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
19:25:44.0 (508924612)|METHOD_EXIT|[304]|01pN0000000XZ2s|saMessagesEditorForAdminCtl.getChildRoles(List<UserRole>, String, Boolean, Boolean)
