42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
10:51:49.0 (79082)|USER_INFO|[EXTERNAL]|005N00000057PfO|thomas.remy+kddi_gwdev01@globalway.co.jp|Japan Standard Time|GMT+09:00
10:51:49.0 (114525)|EXECUTION_STARTED
10:51:49.0 (119127)|CODE_UNIT_STARTED|[EXTERNAL]|066N0000000M4pW|VF: /apex/sadailyreport
10:51:49.0 (274938)|VF_DESERIALIZE_VIEWSTATE_BEGIN|066N0000000M4pW
10:51:49.0 (3681643)|HEAP_ALLOCATE|[72]|Bytes:3
10:51:49.0 (3718606)|HEAP_ALLOCATE|[77]|Bytes:152
10:51:49.0 (3736503)|HEAP_ALLOCATE|[342]|Bytes:408
10:51:49.0 (3756096)|HEAP_ALLOCATE|[355]|Bytes:408
10:51:49.0 (3773477)|HEAP_ALLOCATE|[467]|Bytes:48
10:51:49.0 (3800709)|HEAP_ALLOCATE|[139]|Bytes:6
10:51:49.0 (4710452)|HEAP_ALLOCATE|[50]|Bytes:5
10:51:49.0 (4737975)|HEAP_ALLOCATE|[56]|Bytes:5
10:51:49.0 (4747814)|HEAP_ALLOCATE|[64]|Bytes:7
10:51:49.0 (5485524)|VARIABLE_SCOPE_BEGIN|[3]|saDailyReportCtrl.SOURCE|String|false|true
10:51:49.0 (5497738)|VARIABLE_SCOPE_BEGIN|[4]|saDailyReportCtrl.SOURCE_ID|String|false|true
10:51:49.0 (6502089)|VARIABLE_SCOPE_BEGIN|[25]|auMainTopCompCtrl.TYPE_SCREEN_ACCOUNT_LIST|Integer|false|true
10:51:49.0 (6513906)|VARIABLE_SCOPE_BEGIN|[26]|auMainTopCompCtrl.TYPE_SCREEN_ACTIVITY_LIST|Integer|false|true
10:51:49.0 (6520201)|VARIABLE_SCOPE_BEGIN|[7]|auMainTopCompCtrl.TYPE_SCREEN_CX_SCREEN|Integer|false|true
10:51:49.0 (6526257)|VARIABLE_SCOPE_BEGIN|[8]|auMainTopCompCtrl.TYPE_SCREEN_CX_TIMELINE|Integer|false|true
10:51:49.0 (6532660)|VARIABLE_SCOPE_BEGIN|[9]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE|Integer|false|true
10:51:49.0 (6539159)|VARIABLE_SCOPE_BEGIN|[10]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE_LIST|Integer|false|true
10:51:49.0 (6545837)|VARIABLE_SCOPE_BEGIN|[27]|auMainTopCompCtrl.TYPE_SCREEN_FILE_LIST|Integer|false|true
10:51:49.0 (6551777)|VARIABLE_SCOPE_BEGIN|[24]|auMainTopCompCtrl.TYPE_SCREEN_HONBU_DIRECT|Integer|false|true
10:51:49.0 (6557251)|VARIABLE_SCOPE_BEGIN|[11]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_DASHBOARD|Integer|false|true
10:51:49.0 (6562984)|VARIABLE_SCOPE_BEGIN|[12]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_LIST|Integer|false|true
10:51:49.0 (6568977)|VARIABLE_SCOPE_BEGIN|[15]|auMainTopCompCtrl.TYPE_SCREEN_SA_CHATTER|Integer|false|true
10:51:49.0 (6574559)|VARIABLE_SCOPE_BEGIN|[16]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORT|Integer|false|true
10:51:49.0 (6580031)|VARIABLE_SCOPE_BEGIN|[22]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORTLIST|Integer|false|true
10:51:49.0 (6586465)|VARIABLE_SCOPE_BEGIN|[18]|auMainTopCompCtrl.TYPE_SCREEN_SA_DOCUMENTS|Integer|false|true
10:51:49.0 (6592462)|VARIABLE_SCOPE_BEGIN|[17]|auMainTopCompCtrl.TYPE_SCREEN_SA_ENQUETE|Integer|false|true
10:51:49.0 (6598588)|VARIABLE_SCOPE_BEGIN|[20]|auMainTopCompCtrl.TYPE_SCREEN_SA_LINKS|Integer|false|true
10:51:49.0 (6604327)|VARIABLE_SCOPE_BEGIN|[13]|auMainTopCompCtrl.TYPE_SCREEN_SA_MESSAGES|Integer|false|true
10:51:49.0 (6610106)|VARIABLE_SCOPE_BEGIN|[19]|auMainTopCompCtrl.TYPE_SCREEN_SA_RANKING|Integer|false|true
10:51:49.0 (6615919)|VARIABLE_SCOPE_BEGIN|[14]|auMainTopCompCtrl.TYPE_SCREEN_SA_REPORTS|Integer|false|true
10:51:49.0 (6621805)|VARIABLE_SCOPE_BEGIN|[23]|auMainTopCompCtrl.TYPE_SCREEN_SA_TODO|Integer|false|true
10:51:49.0 (6628058)|VARIABLE_SCOPE_BEGIN|[21]|auMainTopCompCtrl.TYPE_SCREEN_SA_USRSETTINGS|Integer|false|true
10:51:49.0 (6634354)|VARIABLE_SCOPE_BEGIN|[4]|auMainTopCompCtrl.TYPE_SCREEN_STPD_EVENT|Integer|false|true
10:51:49.0 (6640962)|VARIABLE_SCOPE_BEGIN|[6]|auMainTopCompCtrl.TYPE_SCREEN_STPD_SCREEN|Integer|false|true
10:51:49.0 (6647494)|VARIABLE_SCOPE_BEGIN|[5]|auMainTopCompCtrl.TYPE_SCREEN_STPD_TIMELINE|Integer|false|true
10:51:49.0 (6654409)|VARIABLE_SCOPE_BEGIN|[3]|auMainTopCompCtrl.TYPE_SCREEN_SWITCH|Integer|false|true
10:51:49.0 (7823996)|VF_DESERIALIZE_VIEWSTATE_END
10:51:49.0 (9970172)|SYSTEM_MODE_ENTER|true
10:51:49.0 (10208623)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:284
10:51:49.0 (10222301)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:146
10:51:49.0 (10235500)|METHOD_ENTRY|[1]|01pN0000000Mill|auMainTopCompCtrl.auMainTopCompCtrl()
10:51:49.0 (10241660)|STATEMENT_EXECUTE|[1]
10:51:49.0 (10246357)|STATEMENT_EXECUTE|[1]
10:51:49.0 (10248340)|STATEMENT_EXECUTE|[3]
10:51:49.0 (10253507)|HEAP_ALLOCATE|[3]|Bytes:4
10:51:49.0 (10277597)|VARIABLE_ASSIGNMENT|[3]|auMainTopCompCtrl.TYPE_SCREEN_SWITCH|0
10:51:49.0 (10283811)|STATEMENT_EXECUTE|[4]
10:51:49.0 (10286381)|HEAP_ALLOCATE|[4]|Bytes:4
10:51:49.0 (10294349)|VARIABLE_ASSIGNMENT|[4]|auMainTopCompCtrl.TYPE_SCREEN_STPD_EVENT|11
10:51:49.0 (10298479)|STATEMENT_EXECUTE|[5]
10:51:49.0 (10301125)|HEAP_ALLOCATE|[5]|Bytes:4
10:51:49.0 (10307513)|VARIABLE_ASSIGNMENT|[5]|auMainTopCompCtrl.TYPE_SCREEN_STPD_TIMELINE|12
10:51:49.0 (10311679)|STATEMENT_EXECUTE|[6]
10:51:49.0 (10313807)|HEAP_ALLOCATE|[6]|Bytes:4
10:51:49.0 (10320159)|VARIABLE_ASSIGNMENT|[6]|auMainTopCompCtrl.TYPE_SCREEN_STPD_SCREEN|13
10:51:49.0 (10324230)|STATEMENT_EXECUTE|[7]
10:51:49.0 (10326439)|HEAP_ALLOCATE|[7]|Bytes:4
10:51:49.0 (10332040)|VARIABLE_ASSIGNMENT|[7]|auMainTopCompCtrl.TYPE_SCREEN_CX_SCREEN|21
10:51:49.0 (10336051)|STATEMENT_EXECUTE|[8]
10:51:49.0 (10338121)|HEAP_ALLOCATE|[8]|Bytes:4
10:51:49.0 (10343281)|VARIABLE_ASSIGNMENT|[8]|auMainTopCompCtrl.TYPE_SCREEN_CX_TIMELINE|22
10:51:49.0 (10346889)|STATEMENT_EXECUTE|[9]
10:51:49.0 (10349242)|HEAP_ALLOCATE|[9]|Bytes:4
10:51:49.0 (10354511)|VARIABLE_ASSIGNMENT|[9]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE|31
10:51:49.0 (10358102)|STATEMENT_EXECUTE|[10]
10:51:49.0 (10360206)|HEAP_ALLOCATE|[10]|Bytes:4
10:51:49.0 (10365602)|VARIABLE_ASSIGNMENT|[10]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE_LIST|32
10:51:49.0 (10369546)|STATEMENT_EXECUTE|[11]
10:51:49.0 (10371539)|HEAP_ALLOCATE|[11]|Bytes:4
10:51:49.0 (10377389)|VARIABLE_ASSIGNMENT|[11]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_DASHBOARD|41
10:51:49.0 (10381132)|STATEMENT_EXECUTE|[12]
10:51:49.0 (10383132)|HEAP_ALLOCATE|[12]|Bytes:4
10:51:49.0 (10388781)|VARIABLE_ASSIGNMENT|[12]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_LIST|42
10:51:49.0 (10392753)|STATEMENT_EXECUTE|[13]
10:51:49.0 (10394879)|HEAP_ALLOCATE|[13]|Bytes:4
10:51:49.0 (10401274)|VARIABLE_ASSIGNMENT|[13]|auMainTopCompCtrl.TYPE_SCREEN_SA_MESSAGES|51
10:51:49.0 (10404949)|STATEMENT_EXECUTE|[14]
10:51:49.0 (10407032)|HEAP_ALLOCATE|[14]|Bytes:4
10:51:49.0 (10412740)|VARIABLE_ASSIGNMENT|[14]|auMainTopCompCtrl.TYPE_SCREEN_SA_REPORTS|52
10:51:49.0 (10416378)|STATEMENT_EXECUTE|[15]
10:51:49.0 (10418343)|HEAP_ALLOCATE|[15]|Bytes:4
10:51:49.0 (10424640)|VARIABLE_ASSIGNMENT|[15]|auMainTopCompCtrl.TYPE_SCREEN_SA_CHATTER|53
10:51:49.0 (10428568)|STATEMENT_EXECUTE|[16]
10:51:49.0 (10430747)|HEAP_ALLOCATE|[16]|Bytes:4
10:51:49.0 (10436361)|VARIABLE_ASSIGNMENT|[16]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORT|54
10:51:49.0 (10439943)|STATEMENT_EXECUTE|[17]
10:51:49.0 (10442077)|HEAP_ALLOCATE|[17]|Bytes:4
10:51:49.0 (10448170)|VARIABLE_ASSIGNMENT|[17]|auMainTopCompCtrl.TYPE_SCREEN_SA_ENQUETE|55
10:51:49.0 (10451490)|STATEMENT_EXECUTE|[18]
10:51:49.0 (10453675)|HEAP_ALLOCATE|[18]|Bytes:4
10:51:49.0 (10459260)|VARIABLE_ASSIGNMENT|[18]|auMainTopCompCtrl.TYPE_SCREEN_SA_DOCUMENTS|56
10:51:49.0 (10462570)|STATEMENT_EXECUTE|[19]
