42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
10:49:26.0 (74094)|USER_INFO|[EXTERNAL]|005N00000057PfO|thomas.remy+kddi_gwdev01@globalway.co.jp|Japan Standard Time|GMT+09:00
10:49:26.0 (109461)|EXECUTION_STARTED
10:49:26.0 (113304)|CODE_UNIT_STARTED|[EXTERNAL]|066N0000000M4pW|VF: /apex/sadailyreport
10:49:26.0 (277540)|VF_DESERIALIZE_VIEWSTATE_BEGIN|066N0000000M4pW
10:49:26.0 (3602612)|HEAP_ALLOCATE|[72]|Bytes:3
10:49:26.0 (3630398)|HEAP_ALLOCATE|[77]|Bytes:152
10:49:26.0 (3641368)|HEAP_ALLOCATE|[342]|Bytes:408
10:49:26.0 (3655223)|HEAP_ALLOCATE|[355]|Bytes:408
10:49:26.0 (3668748)|HEAP_ALLOCATE|[467]|Bytes:48
10:49:26.0 (3688313)|HEAP_ALLOCATE|[139]|Bytes:6
10:49:26.0 (4560010)|HEAP_ALLOCATE|[50]|Bytes:5
10:49:26.0 (4582303)|HEAP_ALLOCATE|[56]|Bytes:5
10:49:26.0 (4591963)|HEAP_ALLOCATE|[64]|Bytes:7
10:49:26.0 (5323506)|VARIABLE_SCOPE_BEGIN|[3]|saDailyReportCtrl.SOURCE|String|false|true
10:49:26.0 (5335725)|VARIABLE_SCOPE_BEGIN|[4]|saDailyReportCtrl.SOURCE_ID|String|false|true
10:49:26.0 (6419007)|VARIABLE_SCOPE_BEGIN|[25]|auMainTopCompCtrl.TYPE_SCREEN_ACCOUNT_LIST|Integer|false|true
10:49:26.0 (6431421)|VARIABLE_SCOPE_BEGIN|[26]|auMainTopCompCtrl.TYPE_SCREEN_ACTIVITY_LIST|Integer|false|true
10:49:26.0 (6438325)|VARIABLE_SCOPE_BEGIN|[7]|auMainTopCompCtrl.TYPE_SCREEN_CX_SCREEN|Integer|false|true
10:49:26.0 (6444617)|VARIABLE_SCOPE_BEGIN|[8]|auMainTopCompCtrl.TYPE_SCREEN_CX_TIMELINE|Integer|false|true
10:49:26.0 (6451071)|VARIABLE_SCOPE_BEGIN|[9]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE|Integer|false|true
10:49:26.0 (6457512)|VARIABLE_SCOPE_BEGIN|[10]|auMainTopCompCtrl.TYPE_SCREEN_EVENT_SCHEDULE_LIST|Integer|false|true
10:49:26.0 (6463702)|VARIABLE_SCOPE_BEGIN|[27]|auMainTopCompCtrl.TYPE_SCREEN_FILE_LIST|Integer|false|true
10:49:26.0 (6470009)|VARIABLE_SCOPE_BEGIN|[24]|auMainTopCompCtrl.TYPE_SCREEN_HONBU_DIRECT|Integer|false|true
10:49:26.0 (6475710)|VARIABLE_SCOPE_BEGIN|[11]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_DASHBOARD|Integer|false|true
10:49:26.0 (6481493)|VARIABLE_SCOPE_BEGIN|[12]|auMainTopCompCtrl.TYPE_SCREEN_KNOWLEDGE_LIST|Integer|false|true
10:49:26.0 (6487042)|VARIABLE_SCOPE_BEGIN|[15]|auMainTopCompCtrl.TYPE_SCREEN_SA_CHATTER|Integer|false|true
10:49:26.0 (6492552)|VARIABLE_SCOPE_BEGIN|[16]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORT|Integer|false|true
10:49:26.0 (6498181)|VARIABLE_SCOPE_BEGIN|[22]|auMainTopCompCtrl.TYPE_SCREEN_SA_DAILYREPORTLIST|Integer|false|true
